lat,lon,tags,osm_id,osm_type,pilastro
40.9230471,9.5007374,"{'addr:city': 'Olbia', 'addr:country': 'IT', 'addr:housenumber': '22', 'addr:postcode': '07026', 'addr:street': 'Via Camillo Benso di Cavour', 'email': 'info@hotelcavourolbia.it', 'fax': '+39 0789 201 096', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'name': 'Hotel Cavour', 'phone': '+39 0789 204033', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.hotelcavourolbia.it/', 'wheelchair': 'limited'}",454487484,node,turismo
40.9237536,9.5017609,"{'name': 'Hotel Centrale', 'tourism': 'hotel'}",454490234,node,turismo
40.9286488,9.5018199,"{'check_date': '2026-08-11', 'name': 'Hotel Martini', 'stars': '4', 'tourism': 'hotel'}",454494443,node,turismo
39.1607582,8.8721077,"{'name': 'Centro escursioni WWF', 'tourism': 'alpine_hut'}",455585412,node,turismo
39.1609921,8.8726696,"{'name': 'Area picnic', 'tourism': 'picnic_site'}",455585416,node,turismo
39.1949198,8.907644,"{'name': 'Area picnic', 'tourism': 'picnic_site'}",455585418,node,turismo
39.1838527,8.8958399,"{'name': 'Belvedere', 'tourism': 'viewpoint'}",455585420,node,turismo
39.2338803,9.1863128,"{'name': 'Hotel Italia', 'tourism': 'hotel', 'wheelchair': 'yes'}",460019332,node,turismo
40.9682646,8.204116,{'tourism': 'viewpoint'},470233552,node,turismo
40.317109,9.3353041,"{'addr:city': 'Nuoro', 'addr:housenumber': '56', 'addr:postcode': '08100', 'addr:street': 'Via Antonio Mereu', 'alt_name': 'Museo della vita e delle tradizioni popolari sarde', 'alt_name_1': 'Museo del costume e delle tradizioni popolari', 'charge': '5 EUR', 'email': 'isresardegna@isresardegna.org', 'fax': '+39 0784 37484;+39 0784 253943', 'fee': 'yes', 'name': 'Museo Etnografico Sardo', 'name:en': 'Sardinian Ethnographic Museum', 'name:sc': 'Museu Etnogràficu Sardu', 'opening_hours': 'Oct 01-Mar 15: Tu-Su 10:00-13:00,15:00-19:00; Mar 16-Sep 30: Tu-Su 10:00-13:00,15:00-20:00', 'operator': 'ISRE - Istituto Superiore Etnografico della Sardegna', 'phone': '+39 0784 257035;+39 0784 242900', 'toilets:wheelchair': 'yes', 'tourism': 'museum', 'website': 'http://www.isresardegna.it', 'wheelchair': 'limited', 'wikidata': 'Q3868118', 'wikipedia': 'it:Museo della vita e delle tradizioni popolari sarde'}",472465984,node,turismo
40.9008958,9.105212,"{'name': 'Museo Bernardo De Muro', 'tourism': 'museum'}",479953699,node,turismo
40.9016391,9.1012552,"{'addr:city': 'Tempio Pausania', 'addr:housenumber': '11', 'addr:postcode': '07029', 'addr:street': 'Largo Alcide De Gasperi', 'name': 'New Petit Hotel', 'phone': '+39 079 631134', 'tourism': 'hotel', 'website': 'https://newpetithotel.com/'}",479953852,node,turismo
40.9002832,9.104491,"{'addr:city': 'Tempio Pausania', 'addr:housenumber': '52', 'addr:postcode': '07029', 'addr:street': 'Corso Giacomo Matteotti', 'name': 'Park Hotel', 'tourism': 'hotel'}",482137046,node,turismo
40.9364288,9.5474101,"{'name': 'Hotel Luna Lughente', 'tourism': 'hotel'}",494164176,node,turismo
38.9312539,8.9287095,"{'name': 'Abamar Hotel', 'source': 'GPS', 'stars': '4', 'tourism': 'hotel'}",502984277,node,turismo
38.929901,8.9267574,"{'name': 'New Barcavela Hotel', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.newbarcavela.it/'}",502984278,node,turismo
41.1423605,9.4759751,{'tourism': 'viewpoint'},504207277,node,turismo
41.144385,9.4857144,{'tourism': 'viewpoint'},504248330,node,turismo
41.186191,9.3301138,{'natural': 'beach'},524063276,node,turismo
41.1881448,9.3253325,"{'name': 'Hotel Le Dune', 'stars': '3', 'tourism': 'hotel'}",524063447,node,turismo
41.2015733,9.3611545,"{'access': 'yes', 'fee': 'no', 'tourism': 'viewpoint'}",525793334,node,turismo
41.1848176,9.3631283,"{'access': 'yes', 'addr:city': 'Palau', 'castle_type': 'fortress', 'email': 'info@itinerepalau.it', 'historic': 'castle', 'name': 'Fortezza Monte Altura', 'opening_hours': 'Apr 01-May 31: Mo-Su 10:15-17:15; Jun 01-Aug 31: Mo-Su 10:15-19:15; Sep 01-Oct 15: Mo-Su 10:15-17:15; Oct 16-Mar 25: ""by appointment""', 'phone': '+39 329 6041373', 'website': 'https://fortezzamontealtura.com/'}",525793484,node,turismo
41.2044453,9.3395558,"{'historic': 'ruins', 'name': 'Batteria Militare di Talmone'}",531883101,node,turismo
41.1917918,9.3211754,"{'name': 'Delle Dune', 'natural': 'beach', 'surface': 'sand'}",531883473,node,turismo
41.1741162,9.419332,{'historic': 'ruins'},534287209,node,turismo
40.3299243,9.6677472,{'tourism': 'viewpoint'},535663389,node,turismo
40.3338046,9.5379533,"{'archaeological_site': 'megalith', 'email': 'ghivine@tiscali.it', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Villaggio Nuragico di Serra Orrios', 'opening_hours': 'Jan-Mar, Oct-Dec: Mo-Su 09:00-12:00, 14:00-16:00; Apr-Jun, Sep: Mo-Su 09:00-12:00, 15:00-17:00; Jul-Aug: Mo-Su 09:00-12:00, 16:00-18:00', 'phone': '+39 338 8341618', 'tourism': 'attraction', 'website': 'http://www.ghivine.com/serraorrios.htm', 'wikidata': 'Q1749976', 'wikipedia': 'it:Serra Orrios'}",538508137,node,turismo
40.5415623,9.602291,{'tourism': 'viewpoint'},538527712,node,turismo
40.3369114,9.5262597,"{'name': 'Agricamper Iloghe', 'opening_hours': '24/7', 'tourism': 'caravan_site'}",563303857,node,turismo
40.9977515,9.6531363,"{'description': 'old lighthouse', 'historic': 'ruins', 'name': 'Cape Figari'}",588553877,node,turismo
40.0766412,9.6008261,"{'name': 'Monte Lopene', 'tourism': 'viewpoint'}",590038102,node,turismo
41.0487432,9.248102,"{'historic': 'ruins', 'name': 'Castello San Leonardo di Balaiana', 'tourism': 'attraction', 'wikidata': 'Q70878300'}",590908810,node,turismo
40.850322,9.1528641,"{'amenity': 'restaurant', 'name': 'Albergo Vallicciola', 'tourism': 'hotel'}",590910474,node,turismo
40.9080447,9.1741193,"{'archaeological_site': 'megalith', 'ele': '442', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'passage_grave', 'name': 'tomba dei giganti di Pascaredda', 'name:de': 'Gigantengrab von Pascaredda', 'name:fr': 'Tombe des géants de Pascaredda', 'wikidata': 'Q15111632', 'wikimedia_commons': 'Category:Tomba dei giganti di Pascaredda (Calangianus)', 'wikipedia': 'it:Tomba dei giganti di Pascaredda', 'wikipedia:de': 'Gigantengrab von Pascaredda', 'wikipedia:fr': 'Tombe des géants de Pascaredda', 'wikipedia:it': 'Tomba dei giganti di Pascaredda'}",590911483,node,turismo
41.0068705,9.2553799,"{'name': 'Olivastri Millenari', 'tourism': 'attraction'}",590911489,node,turismo
40.9941241,9.3013918,"{'name': 'Belvedere Naracu', 'tourism': 'viewpoint'}",590911888,node,turismo
39.7720481,8.7449316,"{'name': 'Bruncu Mutzu', 'tourism': 'viewpoint'}",597423552,node,turismo
40.8756612,9.4840493,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'passage_grave', 'name': ""Tomba dei Giganti Su Monte e S'Abe"", 'wikidata': 'Q1523629', 'wikipedia': ""it:Tomba dei giganti di Su Mont'e s'Abe""}",599948196,node,turismo
39.1422242,8.225077,{'tourism': 'viewpoint'},600515336,node,turismo
39.3823976,9.5843957,"{'archaeological_site': 'megalith', 'description': 'known also as Acqua Seccis or Monte S’Acqua Seccis', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': ""Nuraghe S'Aqua Seccis"", 'tourism': 'attraction', 'wikidata': 'Q67145764'}",603932285,node,turismo
39.5308224,9.6026931,{'tourism': 'viewpoint'},603935415,node,turismo
40.2348891,9.6214877,"{'access': 'yes', 'cave:length': '12', 'fee': 'no', 'name': 'Grotta Oddoana K1250 L26', 'natural': 'cave_entrance', 'opening_hours': '24/7', 'tourism': 'attraction', 'wheelchair': 'no'}",604245496,node,turismo
40.1978213,9.5350068,"{'name': 'Punto Panoramico Gorropu', 'tourism': 'viewpoint'}",604263938,node,turismo
39.8540995,9.4632426,{'tourism': 'picnic_site'},604959056,node,turismo
39.8051692,9.5017451,{'tourism': 'viewpoint'},609797261,node,turismo
39.825007,9.4870785,{'tourism': 'viewpoint'},609799702,node,turismo
39.826461,9.4865854,{'tourism': 'viewpoint'},609799709,node,turismo
40.5798679,9.7750572,"{'addr:city': 'Santa Lucia', 'addr:housenumber': '1', 'addr:postcode': '08029', 'addr:street': 'Viale Dei Pini', 'caravans': 'yes', 'email': 'info@villaggiomandragola.com', 'fee': 'yes', 'motorhome': 'yes', 'name': 'La Mandragola', 'phone': '+390784819146', 'power_supply': 'yes', 'tents': 'yes', 'tourism': 'camp_site', 'website': 'https://www.villaggiomandragola.com/'}",610512699,node,turismo
40.380855,9.6382096,{'tourism': 'viewpoint'},610537404,node,turismo
40.3740645,9.6364868,{'tourism': 'viewpoint'},610540244,node,turismo
41.0779984,9.389912,"{'name': 'Hotel Pilastu', 'tourism': 'hotel'}",615463056,node,turismo
40.8019895,9.45019,"{'name': 'Giò Franziscu', 'tourism': 'guest_house'}",624263293,node,turismo
40.185482,9.5013928,"{'addr:postcode': '08040', 'charge': '6€, 4€/reduced', 'contact:email': 'info@gorropu.info', 'contact:phone': '+39 328 897 6563', 'fee': 'yes', 'name': 'Gola su Gorropu', 'name:en': 'Gorropu Canyon', 'name:fr': 'Gorges de Gorropu', 'opening_hours': 'Mo-Su 10:30-17:00', 'operator': 'Chìntula S.N.C', 'shop': 'ticket', 'tourism': 'attraction', 'website': 'https://gorropu.info', 'wikidata': 'Q1534505'}",648855400,node,turismo
40.2382547,9.5231858,"{'archaeological_site': 'necropolis', 'historic': 'archaeological_site', 'name': 'Domus de janas Biduai'}",648860603,node,turismo
40.5981155,9.752523,"{'name': 'La Caletta', 'name:it': 'Spiaggia di Santa Lucia', 'natural': 'beach'}",648866767,node,turismo
40.1329114,9.2658573,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Dronnoro', 'ruins': 'yes', 'wikidata': 'Q37283378'}",648869919,node,turismo
40.0647299,9.0071018,{'tourism': 'picnic_site'},648885042,node,turismo
40.0714428,9.0002448,"{'name': 'Oasi di Assai', 'tourism': 'attraction'}",648885059,node,turismo
40.221825,8.5575862,"{'email': 'info@agriturismosamurta.it', 'name': 'Agriturismo Sa Murta', 'phone': '+39 340 3376196', 'tourism': 'hotel', 'website': 'http://www.agriturismosamurta.it'}",648900547,node,turismo
40.6541404,8.2750181,"{'contact:email': 'info@villabarbarina.com', 'contact:facebook': 'https://www.facebook.com/villabarbarinaalghero/', 'contact:phone': '+39 079 9999026', 'contact:website': 'http://www.villabarbarina.com', 'name': 'Villa Barbarina', 'tourism': 'hotel'}",648982433,node,turismo
39.6318438,8.8719322,"{'contact:email': 'samuredda@tiscali.it', 'contact:phone': '+39 070 9331142', 'contact:skype': 'sa.muredda', 'contact:website': 'http://www.samuredda.it/', 'guest_house': 'bed_and_breakfast', 'name': 'B&B Sa Muredda', 'operator': 'Vacca Pasqualino', 'ref:vatin': 'IT01732170921', 'tourism': 'guest_house'}",656560464,node,turismo
39.7148857,9.1069199,"{'geological': 'palaeontological_site', 'historic': 'ruins', 'name': 'Serri Santuario nuragico di Santa Vittoria'}",656624868,node,turismo
39.7336157,8.9471987,"{'historic': 'ruins', 'name': ""Setzu Sa domu de s'orcu""}",656624951,node,turismo
39.6131104,8.7849331,"{'addr:city': 'Sardara', 'addr:postcode': '09030', 'addr:street': 'Località Santa Maria de is Acquas', 'name': 'Santa Maria de is Àcuas', 'tourism': 'attraction'}",665386871,node,turismo
39.6821916,8.9822245,"{'ele': '165', 'tourism': 'attraction'}",665387099,node,turismo
40.1451886,8.732376,"{'access': 'private', 'name': 'Base Scout San Martino', 'operator': 'AGESCI (Privat)', 'scout': 'yes', 'tourism': 'camp_site'}",666247200,node,turismo
40.2554313,9.4876106,"{'archaeological_site': 'megalith', 'building': 'yes', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'passage_grave', 'name': 'Tomba dei Giganti'}",676408907,node,turismo
40.2875292,9.4721533,"{'check_date': '2026-06-02', 'name': 'agratourismo Guthiddai', 'tourism': 'guest_house'}",708877344,node,turismo
40.9256259,8.8131982,"{'name': 'Park Hotel', 'tourism': 'hotel'}",722920359,node,turismo
40.8931632,8.7551472,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Paddaggiu', 'ref:www.tharros.info': '2435', 'ruins': 'yes', 'wikidata': 'Q30327705'}",723068236,node,turismo
40.1531229,9.5113046,"{'camp_site': 'serviced', 'caravans': 'yes', 'charge': '13 EUR', 'email': 'campingsilana@tiscali.it', 'fee': 'yes', 'name': 'Camping Silana', 'phone': '+39 3383319191', 'shower': 'yes', 'static_caravans': 'yes', 'tents': 'yes', 'toilets': 'yes', 'tourism': 'camp_site', 'website': 'https://www.campingsilana.com/'}",749400959,node,turismo
39.8776384,9.168658,"{'historic': 'monument', 'name': 'Miniera Funtana Raminosa'}",755854893,node,turismo
39.8427947,9.651735,"{'name': ""Stella dell'Est"", 'tourism': 'apartment'}",761152730,node,turismo
40.2915314,8.4792433,"{'addr:city': 'Bosa Marina', 'addr:housenumber': '11', 'addr:postcode': '08013', 'addr:street': 'Via Cristoforo Colombo', 'check_date': '2024-10-02', 'internet_access': 'yes', 'internet_access:fee': 'no', 'name': 'Stella Maris', 'stars': '3', 'tourism': 'hotel'}",765041182,node,turismo
40.6875855,9.725338,"{'name': 'residence l`ulivo', 'tourism': 'chalet'}",778189264,node,turismo
39.795064,9.6668932,"{'name': 'Hotel Corte Bianca', 'tourism': 'hotel'}",788798129,node,turismo
39.8358398,9.6744871,"{'archaeological_site': 'megalith', 'building': 'nuraghe', 'description': 'this complex nuraghe originally consisted of at least two towers. The southern tower has survived in slightly better condition.  The entrance corridor is 3.20m long.', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Boschinu', 'tourism': 'attraction', 'wheelchair': 'no', 'wikidata': 'Q69279179'}",789325619,node,turismo
39.825991,9.6701887,"{'archaeological_site': 'megalith', 'description': 'Nuraghe complex with a keep and four added towers, built in porphyry, granite and some use of basalt for wedges.  Extensive damage to the structure and thick vegetation\ncovering the remains. It was a complex nuraghe with a bastion.', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Lurcuri', 'ref:www.tharros.info': '2852', 'tourism': 'attraction', 'wikidata': 'Q67014270'}",789325624,node,turismo
39.8247058,9.6745801,"{'archaeological_site': 'megalith', 'description': 'Nuraghe with a central tower and probably four additional towers and a courtyard. The keep and an added tower are visible. Built in granite and porphyry with basalt wedges.', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Mindeddu', 'tourism': 'attraction', 'wikidata': 'Q67015773'}",789325631,node,turismo
39.793106,9.6549521,"{'amenity': 'restaurant', 'name': 'La Vela', 'tourism': 'hotel'}",789367620,node,turismo
39.832107,9.6799337,"{'amenity': 'restaurant', 'name': 'Domus de Janas', 'tourism': 'hotel'}",789403986,node,turismo
39.8310689,9.6806203,"{'amenity': 'restaurant', 'name': 'La Torre', 'stars': '4', 'tourism': 'hotel'}",789403996,node,turismo
39.8422122,9.6414177,"{'name': 'I Gelsomini', 'tourism': 'guest_house', 'website': 'http://www.bbogliastra.com/IT/bb_podda_gianfranco.htm'}",789417145,node,turismo
39.9391997,9.7101924,"{'name': 'Scogli Rossi', 'natural': 'rocks', 'seamark:landmark:category': 'boulder', 'seamark:type': 'landmark', 'tourism': 'attraction', 'wheelchair': 'no'}",792517026,node,turismo
40.8896414,8.7462388,"{'addr:city': 'Castelsardo', 'addr:milestone': '19.320', 'addr:postcode': '07031', 'addr:street': 'Strada Statale 134 di Castelsardo', 'archaeological_site': 'domus_de_janas', 'historic': 'archaeological_site', 'name': ""Roccia dell'Elefante"", 'name:de': 'Elefantenfels', 'name:en': 'Elephant Rock', 'name:es': 'Roca del Elefante', 'name:it': ""Roccia dell'Elefante"", 'natural': 'rock', 'opening_hours': '24/7', 'tourism': 'attraction', 'wikidata': 'Q1326241', 'wikipedia': ""it:Roccia dell'Elefante""}",793607032,node,turismo
40.9005758,8.8992611,"{'leisure': 'hot_spring', 'name': 'Terme di Casteldoria', 'tourism': 'attraction'}",793647320,node,turismo
39.9272246,9.6681207,"{'addr:city': 'Tortolì', 'addr:housenumber': '72', 'addr:postcode': '08048', 'addr:street': 'Viale Monsignore Virgilio', 'brand': 'Holiday Orri', 'email': 'info@hotelorri.it', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'name': 'Hotel Orri', 'phone': '+390782620085', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.hotelorri.it'}",794165436,node,turismo
39.9310814,9.6920717,"{'amenity': 'restaurant', 'cuisine': 'italian', 'email': 'hotel@sacontonera.it', 'name': 'Sa Contonera', 'phone': '+39 0782 665011;+39 0782 665022', 'tourism': 'hotel', 'website': 'https://www.sacontonera.it/'}",794586419,node,turismo
39.9314234,9.6945892,"{'name': 'Hotel Poseidonia', 'tourism': 'hotel'}",795964255,node,turismo
41.0515381,8.9390105,{'tourism': 'hotel'},796427254,node,turismo
39.9298496,9.6994816,"{'addr:city': 'Tortolì', 'addr:country': 'IT', 'addr:housenumber': '15', 'addr:postcode': '08041', 'addr:street': 'Viale Europa', 'name': 'La Perla', 'phone': '+39 0782 667800', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.hotel-laperla.com/'}",796476603,node,turismo
39.9280396,9.701768,"{'addr:city': 'Tortolì', 'addr:country': 'IT', 'addr:housenumber': '1', 'addr:postcode': '08041', 'addr:street': 'Via Praga', 'name': 'Vecchia Marina', 'phone': '+39 0782 667020', 'stars': '3', 'tourism': 'hotel', 'website': 'http://www.hotellavecchiamarina.com/'}",796485712,node,turismo
39.9250028,9.706235,"{'addr:city': 'Arbatax', 'addr:country': 'IT', 'addr:postcode': '08048', 'name': 'La Bitta', 'phone': '+39 0782 667080', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.hotellabitta.it/'}",796489846,node,turismo
39.9340296,9.7070568,"{'addr:city': 'Arbatax', 'addr:country': 'IT', 'addr:housenumber': '11', 'addr:postcode': '08041', 'addr:street': 'Via Porto Frailis', 'name': 'Arbatasar', 'phone': '+39 0782 651800', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.arbatasar.it/'}",796702427,node,turismo
39.9283377,9.7094999,"{'addr:city': 'Tortolì', 'addr:housenumber': '49', 'addr:postcode': '08048', 'addr:street': 'Via Capri', 'email': 'info@arbataxpark.com', 'hotel:type': 'resort', 'operator': 'Arbatax Park Resort Srl', 'phone': '+39 0782 667790', 'tourism': 'hotel', 'website': 'https://www.arbataxpark.com/', 'website_1': 'http://www.arbataxpark.com/'}",796794620,node,turismo
39.9363043,9.7085861,{'tourism': 'picnic_site'},797172728,node,turismo
40.5688874,9.787193,"{'cabins': 'yes', 'name': 'Amfibie Treks', 'tourism': 'camp_site', 'website': 'https://www.amfibietreks.de'}",800475720,node,turismo
39.8460837,9.267013,"{'access': 'private', 'depth': '780', 'fee': 'yes', 'length': '240', 'name': 'Grutta De Is Janas K0051', 'natural': 'cave_entrance', 'opening_hours': 'Mo-Su 10:00-13:00, 15:00-18:00', 'phone': '+39 320 625 3278', 'tourism': 'attraction', 'website': 'https://www.escursionisadali.it/', 'wheelchair': 'no'}",804233626,node,turismo
40.3332535,8.4345115,{'tourism': 'viewpoint'},808384483,node,turismo
40.6066441,8.274823,"{'name': 'I Platani', 'tourism': 'caravan_site'}",808434030,node,turismo
40.590466,8.2094337,{'tourism': 'picnic_site'},808459501,node,turismo
40.5765795,8.2073899,{'tourism': 'picnic_site'},808459510,node,turismo
40.5755272,8.206405,{'tourism': 'picnic_site'},808459782,node,turismo
40.5689245,8.2037449,{'historic': 'ruins'},808459815,node,turismo
41.0367352,9.4876195,"{'email': 'roccesarde@roccesarde.com', 'name': 'Rocce Sarde', 'phone': '+39 0789 65265', 'tourism': 'hotel', 'website': 'https://www.myohotelroccesarde.com/'}",817759589,node,turismo
40.2636151,9.4173763,"{'caravans': 'no', 'contact:email': 'coopenis@tiscali.it%20', 'contact:phone': '+39 0784 288363;+39 0784 288761', 'fee': 'yes', 'name': 'S’Enis Monte Maccione', 'tents': 'yes', 'tourism': 'camp_site', 'website': 'https://www.coopenis.it/de/camping/'}",830339857,node,turismo
39.2527196,9.1610177,"{'name': 'Hotel Hinterland', 'stars': '4', 'tourism': 'hotel'}",860469623,node,turismo
41.1030084,9.5633693,"{'name': 'Spiaggia Poltu Liccia', 'natural': 'beach'}",865127791,node,turismo
41.1119936,9.5467206,"{'name': 'Il Pevero', 'natural': 'beach'}",865127930,node,turismo
