comune,anno,mese,presenze_mese,presenze_stimate,superficie_kmq,densita_turistica,n_mesi_con_dati,copertura_sufficiente
Ales,2025,8,257.0,False,22.204,11.57,12.0,True
Ales,2025,9,115.0,False,22.204,5.18,12.0,True
Ales,2025,10,125.0,False,22.204,5.63,12.0,True
Ales,2025,11,47.0,False,22.204,2.12,12.0,True
Ales,2025,12,50.0,False,22.204,2.25,12.0,True
Alghero,2025,1,9928.0,False,225.428,44.04,12.0,True
Alghero,2025,2,9278.0,False,225.428,41.16,12.0,True
Alghero,2025,3,14552.0,False,225.428,64.55,12.0,True
Alghero,2025,4,86944.0,False,225.428,385.68,12.0,True
Alghero,2025,5,164613.0,False,225.428,730.22,12.0,True
Alghero,2025,6,280868.0,False,225.428,1245.93,12.0,True
Alghero,2025,7,374154.0,False,225.428,1659.75,12.0,True
Alghero,2025,8,399770.0,False,225.428,1773.38,12.0,True
Alghero,2025,9,299180.0,False,225.428,1327.16,12.0,True
Alghero,2025,10,150149.0,False,225.428,666.06,12.0,True
Alghero,2025,11,11469.0,False,225.428,50.88,12.0,True
Alghero,2025,12,12782.0,False,225.428,56.7,12.0,True
Allai,2025,1,0.72,True,27.481,0.03,12.0,True
Allai,2025,2,0.67,True,27.481,0.02,12.0,True
Allai,2025,3,0.88,True,27.481,0.03,12.0,True
Allai,2025,4,1.68,True,27.481,0.06,12.0,True
Allai,2025,5,2.04,True,27.481,0.07,12.0,True
Allai,2025,6,3.24,True,27.481,0.12,12.0,True
Allai,2025,7,4.26,True,27.481,0.16,12.0,True
Allai,2025,8,31.34,True,27.481,1.14,12.0,True
Allai,2025,9,2.73,True,27.481,0.1,12.0,True
Allai,2025,10,1.7,True,27.481,0.06,12.0,True
Allai,2025,11,0.76,True,27.481,0.03,12.0,True
Allai,2025,12,0.97,True,27.481,0.04,12.0,True
Alà Dei Sardi,2025,1,0.15,True,197.51,0.0,12.0,True
Alà Dei Sardi,2025,2,0.14,True,197.51,0.0,12.0,True
Alà Dei Sardi,2025,3,0.18,True,197.51,0.0,12.0,True
Alà Dei Sardi,2025,4,0.35,True,197.51,0.0,12.0,True
Alà Dei Sardi,2025,5,0.42,True,197.51,0.0,12.0,True
Alà Dei Sardi,2025,6,66.68,True,197.51,0.34,12.0,True
Alà Dei Sardi,2025,7,24.89,True,197.51,0.13,12.0,True
Alà Dei Sardi,2025,8,53.9,True,197.51,0.27,12.0,True
Alà Dei Sardi,2025,9,64.57,True,197.51,0.33,12.0,True
Alà Dei Sardi,2025,10,5.35,True,197.51,0.03,12.0,True
Alà Dei Sardi,2025,11,0.16,True,197.51,0.0,12.0,True
Alà Dei Sardi,2025,12,0.2,True,197.51,0.0,12.0,True
Anela,2025,1,4.63,True,36.781,0.13,12.0,True
Anela,2025,2,4.33,True,36.781,0.12,12.0,True
Anela,2025,3,5.62,True,36.781,0.15,12.0,True
Anela,2025,4,10.78,True,36.781,0.29,12.0,True
Anela,2025,5,13.06,True,36.781,0.36,12.0,True
Anela,2025,6,20.82,True,36.781,0.57,12.0,True
Anela,2025,7,27.32,True,36.781,0.74,12.0,True
Anela,2025,8,27.85,True,36.781,0.76,12.0,True
Anela,2025,9,17.52,True,36.781,0.48,12.0,True
Anela,2025,10,10.91,True,36.781,0.3,12.0,True
Anela,2025,11,4.91,True,36.781,0.13,12.0,True
Anela,2025,12,6.25,True,36.781,0.17,12.0,True
Arborea,2025,1,309.0,False,94.668,3.26,12.0,True
Arborea,2025,2,308.0,False,94.668,3.25,12.0,True
Arborea,2025,3,860.0,False,94.668,9.08,12.0,True
Arborea,2025,4,3965.0,False,94.668,41.88,12.0,True
Arborea,2025,5,8074.0,False,94.668,85.29,12.0,True
Arborea,2025,6,14808.0,False,94.668,156.42,12.0,True
Arborea,2025,7,23993.0,False,94.668,253.44,12.0,True
Arborea,2025,8,28563.0,False,94.668,301.72,12.0,True
Arborea,2025,9,17674.0,False,94.668,186.69,12.0,True
Arborea,2025,10,7008.0,False,94.668,74.03,12.0,True
Arborea,2025,11,1025.0,False,94.668,10.83,12.0,True
Arborea,2025,12,440.0,False,94.668,4.65,12.0,True
Arbus,2025,1,377.0,False,269.273,1.4,12.0,True
Arbus,2025,2,395.0,False,269.273,1.47,12.0,True
Arbus,2025,3,670.0,False,269.273,2.49,12.0,True
Arbus,2025,4,3381.0,False,269.273,12.56,12.0,True
Arbus,2025,5,6568.0,False,269.273,24.39,12.0,True
Arbus,2025,6,12507.0,False,269.273,46.45,12.0,True
Arbus,2025,7,17882.0,False,269.273,66.41,12.0,True
Arbus,2025,8,24192.0,False,269.273,89.84,12.0,True
Arbus,2025,9,14014.0,False,269.273,52.04,12.0,True
Arbus,2025,10,6280.0,False,269.273,23.32,12.0,True
Arbus,2025,11,187.0,False,269.273,0.69,12.0,True
Arbus,2025,12,264.0,False,269.273,0.98,12.0,True
Ardara,2025,1,0.21,True,38.173,0.01,12.0,True
Ardara,2025,2,0.2,True,38.173,0.01,12.0,True
Ardara,2025,3,0.26,True,38.173,0.01,12.0,True
Ardara,2025,4,0.49,True,38.173,0.01,12.0,True
Ardara,2025,5,0.59,True,38.173,0.02,12.0,True
Ardara,2025,6,0.95,True,38.173,0.02,12.0,True
Ardara,2025,7,25.24,True,38.173,0.66,12.0,True
Ardara,2025,8,79.27,True,38.173,2.08,12.0,True
Ardara,2025,9,22.8,True,38.173,0.6,12.0,True
Ardara,2025,10,20.5,True,38.173,0.54,12.0,True
Ardara,2025,11,20.22,True,38.173,0.53,12.0,True
Ardara,2025,12,0.28,True,38.173,0.01,12.0,True
Aritzo,2025,1,48.0,False,75.183,0.64,12.0,True
Aritzo,2025,2,20.0,False,75.183,0.27,12.0,True
Aritzo,2025,3,24.0,False,75.183,0.32,12.0,True
Aritzo,2025,4,182.0,False,75.183,2.42,12.0,True
Aritzo,2025,5,611.0,False,75.183,8.13,12.0,True
Aritzo,2025,6,333.0,False,75.183,4.43,12.0,True
Aritzo,2025,7,268.0,False,75.183,3.56,12.0,True
Aritzo,2025,8,866.0,False,75.183,11.52,12.0,True
Aritzo,2025,9,494.0,False,75.183,6.57,12.0,True
Aritzo,2025,10,430.0,False,75.183,5.72,12.0,True
Aritzo,2025,11,206.0,False,75.183,2.74,12.0,True
Aritzo,2025,12,144.0,False,75.183,1.92,12.0,True
Armungia,2025,1,0.45,True,55.243,0.01,12.0,True
Armungia,2025,2,0.42,True,55.243,0.01,12.0,True
Armungia,2025,3,0.55,True,55.243,0.01,12.0,True
Armungia,2025,4,1.05,True,55.243,0.02,12.0,True
Armungia,2025,5,1.27,True,55.243,0.02,12.0,True
Armungia,2025,6,2.03,True,55.243,0.04,12.0,True
Armungia,2025,7,72.66,True,55.243,1.32,12.0,True
Armungia,2025,8,120.71,True,55.243,2.19,12.0,True
Armungia,2025,9,1.71,True,55.243,0.03,12.0,True
Armungia,2025,10,1.06,True,55.243,0.02,12.0,True
Armungia,2025,11,0.48,True,55.243,0.01,12.0,True
Armungia,2025,12,0.61,True,55.243,0.01,12.0,True
Arzachena,2025,1,1128.0,False,231.32,4.88,12.0,True
Arzachena,2025,2,1537.0,False,231.32,6.64,12.0,True
Arzachena,2025,3,2630.0,False,231.32,11.37,12.0,True
Arzachena,2025,4,39394.0,False,231.32,170.3,12.0,True
Arzachena,2025,5,123640.0,False,231.32,534.5,12.0,True
Arzachena,2025,6,233778.0,False,231.32,1010.63,12.0,True
Arzachena,2025,7,294612.0,False,231.32,1273.61,12.0,True
Arzachena,2025,8,323382.0,False,231.32,1397.99,12.0,True
Arzachena,2025,9,235636.0,False,231.32,1018.66,12.0,True
Arzachena,2025,10,92806.0,False,231.32,401.2,12.0,True
Arzachena,2025,11,2105.0,False,231.32,9.1,12.0,True
Arzachena,2025,12,1500.0,False,231.32,6.48,12.0,True
Arzana,2025,1,0.6,True,162.755,0.0,12.0,True
Arzana,2025,2,15.56,True,162.755,0.1,12.0,True
Arzana,2025,3,0.73,True,162.755,0.0,12.0,True
Arzana,2025,4,103.4,True,162.755,0.64,12.0,True
Arzana,2025,5,8.7,True,162.755,0.05,12.0,True
Arzana,2025,6,85.7,True,162.755,0.53,12.0,True
Arzana,2025,7,125.55,True,162.755,0.77,12.0,True
Arzana,2025,8,171.62,True,162.755,1.05,12.0,True
Arzana,2025,9,64.27,True,162.755,0.39,12.0,True
Arzana,2025,10,53.42,True,162.755,0.33,12.0,True
Arzana,2025,11,0.64,True,162.755,0.0,12.0,True
Arzana,2025,12,0.81,True,162.755,0.0,12.0,True
Assemini,2025,1,2335.0,False,118.322,19.73,12.0,True
Assemini,2025,2,2540.0,False,118.322,21.47,12.0,True
Assemini,2025,3,2387.0,False,118.322,20.17,12.0,True
Assemini,2025,4,2890.0,False,118.322,24.42,12.0,True
Assemini,2025,5,3011.0,False,118.322,25.45,12.0,True
Assemini,2025,6,3231.0,False,118.322,27.31,12.0,True
Assemini,2025,7,4535.0,False,118.322,38.33,12.0,True
Assemini,2025,8,5433.0,False,118.322,45.92,12.0,True
Assemini,2025,9,4122.0,False,118.322,34.84,12.0,True
Assemini,2025,10,2782.0,False,118.322,23.51,12.0,True
Assemini,2025,11,2454.0,False,118.322,20.74,12.0,True
Assemini,2025,12,1778.0,False,118.322,15.03,12.0,True
Atzara,2025,1,21.0,False,35.952,0.58,12.0,True
Atzara,2025,2,16.0,False,35.952,0.45,12.0,True
Atzara,2025,3,23.0,False,35.952,0.64,12.0,True
Atzara,2025,4,29.0,False,35.952,0.81,12.0,True
Atzara,2025,5,13.0,False,35.952,0.36,12.0,True
Atzara,2025,6,30.0,False,35.952,0.83,12.0,True
Atzara,2025,7,23.0,False,35.952,0.64,12.0,True
Atzara,2025,8,71.0,False,35.952,1.97,12.0,True
Atzara,2025,9,16.0,False,35.952,0.45,12.0,True
Atzara,2025,10,61.0,False,35.952,1.7,12.0,True
Atzara,2025,11,47.0,False,35.952,1.31,12.0,True
Atzara,2025,12,31.0,False,35.952,0.86,12.0,True
Austis,2025,1,7.27,True,50.748,0.14,12.0,True
Austis,2025,2,0.25,True,50.748,0.0,12.0,True
Austis,2025,3,0.33,True,50.748,0.01,12.0,True
Austis,2025,4,5.63,True,50.748,0.11,12.0,True
Austis,2025,5,0.76,True,50.748,0.01,12.0,True
Austis,2025,6,14.22,True,50.748,0.28,12.0,True
Austis,2025,7,17.6,True,50.748,0.35,12.0,True
Austis,2025,8,54.63,True,50.748,1.08,12.0,True
Austis,2025,9,33.02,True,50.748,0.65,12.0,True
Austis,2025,10,33.64,True,50.748,0.66,12.0,True
Austis,2025,11,15.29,True,50.748,0.3,12.0,True
Austis,2025,12,7.36,True,50.748,0.15,12.0,True
Badesi,2025,1,28.0,False,31.463,0.89,12.0,True
Badesi,2025,2,31.0,False,31.463,0.99,12.0,True
Badesi,2025,3,86.0,False,31.463,2.73,12.0,True
Badesi,2025,4,4643.0,False,31.463,147.57,12.0,True
Badesi,2025,5,12152.0,False,31.463,386.23,12.0,True
Badesi,2025,6,74821.0,False,31.463,2378.06,12.0,True
Badesi,2025,7,104862.0,False,31.463,3332.87,12.0,True
Badesi,2025,8,118397.0,False,31.463,3763.06,12.0,True
Badesi,2025,9,70901.0,False,31.463,2253.47,12.0,True
Badesi,2025,10,6159.0,False,31.463,195.75,12.0,True
Badesi,2025,11,1142.0,False,31.463,36.3,12.0,True
Badesi,2025,12,1088.0,False,31.463,34.58,12.0,True
Ballao,2025,1,0.03,True,46.108,0.0,12.0,True
Ballao,2025,2,0.03,True,46.108,0.0,12.0,True
Ballao,2025,3,0.04,True,46.108,0.0,12.0,True
Ballao,2025,4,27.07,True,46.108,0.59,12.0,True
Ballao,2025,5,14.08,True,46.108,0.31,12.0,True
Ballao,2025,6,24.14,True,46.108,0.52,12.0,True
Ballao,2025,7,7.18,True,46.108,0.16,12.0,True
Ballao,2025,8,44.18,True,46.108,0.96,12.0,True
Ballao,2025,9,37.11,True,46.108,0.8,12.0,True
Ballao,2025,10,31.07,True,46.108,0.67,12.0,True
Ballao,2025,11,11.03,True,46.108,0.24,12.0,True
Ballao,2025,12,0.04,True,46.108,0.0,12.0,True
Banari,2025,1,0.3,True,21.362,0.01,12.0,True
Banari,2025,2,0.28,True,21.362,0.01,12.0,True
Banari,2025,3,0.36,True,21.362,0.02,12.0,True
Banari,2025,4,0.7,True,21.362,0.03,12.0,True
Banari,2025,5,0.85,True,21.362,0.04,12.0,True
Banari,2025,6,16.35,True,21.362,0.77,12.0,True
Banari,2025,7,45.77,True,21.362,2.14,12.0,True
Banari,2025,8,128.81,True,21.362,6.03,12.0,True
Banari,2025,9,43.14,True,21.362,2.02,12.0,True
Banari,2025,10,0.71,True,21.362,0.03,12.0,True
Banari,2025,11,0.32,True,21.362,0.01,12.0,True
Banari,2025,12,0.41,True,21.362,0.02,12.0,True
Baradili,2025,1,3.46,True,5.638,0.61,12.0,True
Baradili,2025,2,3.23,True,5.638,0.57,12.0,True
Baradili,2025,3,18.2,True,5.638,3.23,12.0,True
Baradili,2025,4,8.05,True,5.638,1.43,12.0,True
Baradili,2025,5,32.75,True,5.638,5.81,12.0,True
Baradili,2025,6,23.55,True,5.638,4.18,12.0,True
Baradili,2025,7,20.4,True,5.638,3.62,12.0,True
Baradili,2025,8,20.8,True,5.638,3.69,12.0,True
Baradili,2025,9,54.08,True,5.638,9.59,12.0,True
Baradili,2025,10,8.15,True,5.638,1.45,12.0,True
Baradili,2025,11,3.67,True,5.638,0.65,12.0,True
Baradili,2025,12,4.66,True,5.638,0.83,12.0,True
Baratili San Pietro,2025,1,1.08,True,6.002,0.18,12.0,True
Baratili San Pietro,2025,2,1.01,True,6.002,0.17,12.0,True
Baratili San Pietro,2025,3,32.31,True,6.002,5.38,12.0,True
Baratili San Pietro,2025,4,157.52,True,6.002,26.24,12.0,True
Baratili San Pietro,2025,5,206.05,True,6.002,34.33,12.0,True
Baratili San Pietro,2025,6,422.87,True,6.002,70.45,12.0,True
Baratili San Pietro,2025,7,905.39,True,6.002,150.85,12.0,True
Baratili San Pietro,2025,8,1086.51,True,6.002,181.02,12.0,True
Baratili San Pietro,2025,9,467.09,True,6.002,77.82,12.0,True
Baratili San Pietro,2025,10,259.55,True,6.002,43.24,12.0,True
Baratili San Pietro,2025,11,24.15,True,6.002,4.02,12.0,True
Baratili San Pietro,2025,12,1.46,True,6.002,0.24,12.0,True
Baressa,2025,4,247.0,False,12.537,19.7,9.0,False
Baressa,2025,5,179.0,False,12.537,14.28,9.0,False
Baressa,2025,6,182.0,False,12.537,14.52,9.0,False
Baressa,2025,7,104.0,False,12.537,8.3,9.0,False
Baressa,2025,8,243.0,False,12.537,19.38,9.0,False
Baressa,2025,9,195.0,False,12.537,15.55,9.0,False
Baressa,2025,10,150.0,False,12.537,11.96,9.0,False
Baressa,2025,11,46.0,False,12.537,3.67,9.0,False
Baressa,2025,12,12.0,False,12.537,0.96,9.0,False
Bari Sardo,2025,1,711.0,False,37.625,18.9,12.0,True
Bari Sardo,2025,2,853.0,False,37.625,22.67,12.0,True
Bari Sardo,2025,3,1412.0,False,37.625,37.53,12.0,True
Bari Sardo,2025,4,7126.0,False,37.625,189.4,12.0,True
Bari Sardo,2025,5,18909.0,False,37.625,502.56,12.0,True
Bari Sardo,2025,6,41294.0,False,37.625,1097.51,12.0,True
Bari Sardo,2025,7,54294.0,False,37.625,1443.03,12.0,True
Bari Sardo,2025,8,60426.0,False,37.625,1606.01,12.0,True
Bari Sardo,2025,9,44544.0,False,37.625,1183.89,12.0,True
Bari Sardo,2025,10,20056.0,False,37.625,533.05,12.0,True
Bari Sardo,2025,11,1391.0,False,37.625,36.97,12.0,True
Bari Sardo,2025,12,871.0,False,37.625,23.15,12.0,True
Barumini,2025,1,68.0,False,26.173,2.6,12.0,True
Barumini,2025,2,47.0,False,26.173,1.8,12.0,True
Barumini,2025,3,159.0,False,26.173,6.07,12.0,True
Barumini,2025,4,384.0,False,26.173,14.67,12.0,True
Barumini,2025,5,512.0,False,26.173,19.56,12.0,True
Barumini,2025,6,317.0,False,26.173,12.11,12.0,True
Barumini,2025,7,190.0,False,26.173,7.26,12.0,True
Barumini,2025,8,411.0,False,26.173,15.7,12.0,True
Barumini,2025,9,440.0,False,26.173,16.81,12.0,True
Barumini,2025,10,313.0,False,26.173,11.96,12.0,True
Barumini,2025,11,123.0,False,26.173,4.7,12.0,True
Barumini,2025,12,141.0,False,26.173,5.39,12.0,True
Bauladu,2025,1,135.54,True,23.9,5.67,12.0,True
Bauladu,2025,2,28.51,True,23.9,1.19,12.0,True
Bauladu,2025,3,94.66,True,23.9,3.96,12.0,True
Bauladu,2025,4,27.26,True,23.9,1.14,12.0,True
Bauladu,2025,5,41.53,True,23.9,1.74,12.0,True
Bauladu,2025,6,166.43,True,23.9,6.96,12.0,True
Bauladu,2025,7,376.19,True,23.9,15.74,12.0,True
Bauladu,2025,8,441.26,True,23.9,18.46,12.0,True
Bauladu,2025,9,142.05,True,23.9,5.94,12.0,True
Bauladu,2025,10,47.28,True,23.9,1.98,12.0,True
Bauladu,2025,11,0.57,True,23.9,0.02,12.0,True
Bauladu,2025,12,35.73,True,23.9,1.49,12.0,True
Baunei,2025,1,341.0,False,212.11,1.61,12.0,True
Baunei,2025,2,298.0,False,212.11,1.4,12.0,True
Baunei,2025,3,856.0,False,212.11,4.04,12.0,True
Baunei,2025,4,7438.0,False,212.11,35.07,12.0,True
Baunei,2025,5,14450.0,False,212.11,68.13,12.0,True
Baunei,2025,6,22087.0,False,212.11,104.13,12.0,True
Baunei,2025,7,29745.0,False,212.11,140.23,12.0,True
Baunei,2025,8,32723.0,False,212.11,154.27,12.0,True
Baunei,2025,9,24242.0,False,212.11,114.29,12.0,True
Baunei,2025,10,11815.0,False,212.11,55.7,12.0,True
Baunei,2025,11,788.0,False,212.11,3.72,12.0,True
Baunei,2025,12,394.0,False,212.11,1.86,12.0,True
Belvì,2025,1,0.24,True,18.286,0.01,12.0,True
Belvì,2025,2,0.22,True,18.286,0.01,12.0,True
Belvì,2025,3,9.29,True,18.286,0.51,12.0,True
Belvì,2025,4,37.56,True,18.286,2.05,12.0,True
Belvì,2025,5,20.68,True,18.286,1.13,12.0,True
Belvì,2025,6,8.08,True,18.286,0.44,12.0,True
Belvì,2025,7,25.42,True,18.286,1.39,12.0,True
Belvì,2025,8,77.45,True,18.286,4.24,12.0,True
Belvì,2025,9,26.91,True,18.286,1.47,12.0,True
Belvì,2025,10,26.57,True,18.286,1.45,12.0,True
Belvì,2025,11,31.25,True,18.286,1.71,12.0,True
Belvì,2025,12,9.32,True,18.286,0.51,12.0,True
Benetutti,2025,1,372.0,False,94.066,3.95,12.0,True
Benetutti,2025,2,19.0,False,94.066,0.2,12.0,True
Benetutti,2025,3,61.0,False,94.066,0.65,12.0,True
Benetutti,2025,4,505.0,False,94.066,5.37,12.0,True
Benetutti,2025,5,631.0,False,94.066,6.71,12.0,True
Benetutti,2025,6,1036.0,False,94.066,11.01,12.0,True
Benetutti,2025,7,1325.0,False,94.066,14.09,12.0,True
Benetutti,2025,8,1870.0,False,94.066,19.88,12.0,True
Benetutti,2025,9,1459.0,False,94.066,15.51,12.0,True
Benetutti,2025,10,1238.0,False,94.066,13.16,12.0,True
Benetutti,2025,11,317.0,False,94.066,3.37,12.0,True
Benetutti,2025,12,518.0,False,94.066,5.51,12.0,True
Berchidda,2025,1,181.0,False,202.262,0.89,12.0,True
Berchidda,2025,2,133.0,False,202.262,0.66,12.0,True
Berchidda,2025,3,111.0,False,202.262,0.55,12.0,True
Berchidda,2025,4,258.0,False,202.262,1.28,12.0,True
Berchidda,2025,5,570.0,False,202.262,2.82,12.0,True
Berchidda,2025,6,613.0,False,202.262,3.03,12.0,True
Berchidda,2025,7,747.0,False,202.262,3.69,12.0,True
Berchidda,2025,8,869.0,False,202.262,4.3,12.0,True
Berchidda,2025,9,792.0,False,202.262,3.92,12.0,True
Berchidda,2025,10,450.0,False,202.262,2.22,12.0,True
Berchidda,2025,11,283.0,False,202.262,1.4,12.0,True
Berchidda,2025,12,148.0,False,202.262,0.73,12.0,True
Bessude,2025,4,9.0,False,26.544,0.34,5.0,False
Bessude,2025,5,32.0,False,26.544,1.21,5.0,False
Bessude,2025,6,49.0,False,26.544,1.85,5.0,False
Bessude,2025,7,43.0,False,26.544,1.62,5.0,False
Bessude,2025,8,45.0,False,26.544,1.7,5.0,False
Bitti,2025,1,162.0,False,215.633,0.75,12.0,True
Bitti,2025,2,101.0,False,215.633,0.47,12.0,True
Bitti,2025,3,142.0,False,215.633,0.66,12.0,True
Bitti,2025,4,336.0,False,215.633,1.56,12.0,True
Bitti,2025,5,669.0,False,215.633,3.1,12.0,True
Bitti,2025,6,772.0,False,215.633,3.58,12.0,True
Bitti,2025,7,777.0,False,215.633,3.6,12.0,True
Bitti,2025,8,851.0,False,215.633,3.95,12.0,True
Bitti,2025,9,646.0,False,215.633,3.0,12.0,True
Bitti,2025,10,497.0,False,215.633,2.3,12.0,True
Bitti,2025,11,46.0,False,215.633,0.21,12.0,True
Bitti,2025,12,70.0,False,215.633,0.32,12.0,True
Bolotana,2025,1,58.0,False,108.415,0.53,12.0,True
Bolotana,2025,2,272.0,False,108.415,2.51,12.0,True
Bolotana,2025,3,355.0,False,108.415,3.27,12.0,True
Bolotana,2025,4,435.0,False,108.415,4.01,12.0,True
Bolotana,2025,5,298.0,False,108.415,2.75,12.0,True
Bolotana,2025,6,366.0,False,108.415,3.38,12.0,True
Bolotana,2025,7,180.0,False,108.415,1.66,12.0,True
Bolotana,2025,8,219.0,False,108.415,2.02,12.0,True
Bolotana,2025,9,105.0,False,108.415,0.97,12.0,True
Bolotana,2025,10,117.0,False,108.415,1.08,12.0,True
Bolotana,2025,11,29.0,False,108.415,0.27,12.0,True
Bolotana,2025,12,18.0,False,108.415,0.17,12.0,True
Bonarcado,2025,1,15.0,False,28.186,0.53,12.0,True
Bonarcado,2025,2,53.0,False,28.186,1.88,12.0,True
Bonarcado,2025,3,196.0,False,28.186,6.95,12.0,True
Bonarcado,2025,4,267.0,False,28.186,9.47,12.0,True
Bonarcado,2025,5,428.0,False,28.186,15.18,12.0,True
Bonarcado,2025,6,210.0,False,28.186,7.45,12.0,True
Bonarcado,2025,7,897.0,False,28.186,31.82,12.0,True
Bonarcado,2025,8,1728.0,False,28.186,61.31,12.0,True
Bonarcado,2025,9,549.0,False,28.186,19.48,12.0,True
Bonarcado,2025,10,45.0,False,28.186,1.6,12.0,True
Bonarcado,2025,11,17.0,False,28.186,0.6,12.0,True
Bonarcado,2025,12,16.0,False,28.186,0.57,12.0,True
Bonnanaro,2025,1,1.02,True,21.99,0.05,12.0,True
Bonnanaro,2025,2,0.96,True,21.99,0.04,12.0,True
Bonnanaro,2025,3,1.24,True,21.99,0.06,12.0,True
Bonnanaro,2025,4,2.38,True,21.99,0.11,12.0,True
Bonnanaro,2025,5,9.88,True,21.99,0.45,12.0,True
Bonnanaro,2025,6,4.6,True,21.99,0.21,12.0,True
Bonnanaro,2025,7,6.03,True,21.99,0.27,12.0,True
Bonnanaro,2025,8,27.15,True,21.99,1.23,12.0,True
Bonnanaro,2025,9,3.87,True,21.99,0.18,12.0,True
Bonnanaro,2025,10,2.41,True,21.99,0.11,12.0,True
Bonnanaro,2025,11,1.08,True,21.99,0.05,12.0,True
Bonnanaro,2025,12,1.38,True,21.99,0.06,12.0,True
Bono,2025,1,0.39,True,74.57,0.01,12.0,True
Bono,2025,2,21.37,True,74.57,0.29,12.0,True
Bono,2025,3,88.47,True,74.57,1.19,12.0,True
Bono,2025,4,163.91,True,74.57,2.2,12.0,True
Bono,2025,5,22.1,True,74.57,0.3,12.0,True
