anno,provincia,comune,tipologia,categoria,numero_strutture,letti,camere
2022,Provincia di Nuoro,Orosei,Albergo,3 Stelle,9,346,168
2022,Provincia di Nuoro,Orosei,Albergo,4 Stelle,7,2199,1017
2022,Provincia di Nuoro,Orosei,Albergo diffuso,4 Stelle,1,44,19
2022,Provincia di Nuoro,Orosei,Albergo residenziale,3 Stelle,5,907,249
2022,Provincia di Nuoro,Orosei,Albergo residenziale,4 Stelle,1,391,176
2022,Provincia di Nuoro,Orosei,Alloggi privati,,476,2295,1037
2022,Provincia di Nuoro,Orosei,Bed and breakfast,1 Stella,2,8,4
2022,Provincia di Nuoro,Orosei,Bed and breakfast,2 Stelle,5,24,13
2022,Provincia di Nuoro,Orosei,Bed and breakfast,3 Stelle,5,34,15
2022,Provincia di Nuoro,Orosei,Campeggio,1 Stella,1,394,88
2022,Provincia di Nuoro,Orosei,Campeggio,2 Stelle,1,340,82
2022,Provincia di Nuoro,Orosei,Campeggio,3 Stelle,2,1880,570
2022,Provincia di Nuoro,Orosei,Case e appartamenti per vacanze,,1,12,5
2022,Provincia di Nuoro,Orosei,Case e appartamenti per vacanze,I Categoria,1,15,6
2022,Provincia di Nuoro,Orosei,Case e appartamenti per vacanze,II Categoria,12,278,116
2022,Provincia di Nuoro,Orosei,Residence,II Categoria,2,261,94
2022,Provincia di Nuoro,Orosei,Turismo Rurale,3 Stelle,1,21,12
2022,Provincia di Nuoro,Orosei,Villaggio albergo,4 Stelle,2,872,391
2022,Provincia di Nuoro,Orotelli,Affittacamere,II Categoria,2,8,4
2022,Provincia del Sud Sardegna,Orroli,Albergo diffuso,3 Stelle,1,23,11
2022,Provincia del Sud Sardegna,Orroli,Alloggi privati,,1,6,3
2022,Provincia del Sud Sardegna,Orroli,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia del Sud Sardegna,Orroli,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia del Sud Sardegna,Orroli,Turismo Rurale,1 Stella,1,18,9
2022,Provincia del Sud Sardegna,Orroli,Turismo Rurale,2 Stelle,1,20,7
2022,Provincia di Nuoro,Ortueri,Albergo,1 Stella,1,13,8
2022,Provincia di Sassari,Oschiri,Affittacamere,I Categoria,1,7,3
2022,Provincia di Sassari,Oschiri,Alloggi privati,,2,8,2
2022,Provincia di Sassari,Oschiri,Bed and breakfast,2 Stelle,1,8,3
2022,Provincia di Sassari,Oschiri,Turismo Rurale,2 Stelle,1,15,8
2022,Provincia di Nuoro,Osidda,Agriturismo,,1,12,6
2022,Provincia di Nuoro,Osidda,Bed and breakfast,2 Stelle,1,8,3
2022,Provincia di Sassari,Osilo,Affittacamere,,1,11,6
2022,Provincia di Sassari,Osilo,Affittacamere,II Categoria,2,5,2
2022,Provincia di Sassari,Osilo,Alloggi privati,,2,9,4
2022,Provincia di Sassari,Osilo,Bed and breakfast,,1,14,0
2022,Provincia di Nuoro,Osini,Agriturismo,,1,9,4
2022,Provincia di Nuoro,Osini,Albergo,3 Stelle,2,38,22
2022,Provincia di Nuoro,Osini,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Nuoro,Osini,Bed and breakfast,3 Stelle,1,2,1
2022,Provincia di Nuoro,Osini,Campeggio,2 Stelle,1,80,20
2022,Provincia di Sassari,Ossi,Affittacamere,,2,15,6
2022,Provincia di Sassari,Ossi,Affittacamere,II Categoria,1,4,1
2022,Provincia di Sassari,Ossi,Alloggi privati,,1,5,1
2022,Provincia di Sassari,Ossi,Bed and breakfast,2 Stelle,1,1,1
2022,Provincia di Nuoro,Ottana,Albergo,2 Stelle,2,39,34
2022,Provincia di Nuoro,Ottana,Alloggi privati,,1,8,4
2022,Provincia di Nuoro,Ovodda,Agriturismo,,2,13,6
2022,Provincia di Nuoro,Ovodda,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Sassari,Ozieri,Affittacamere,III Categoria,1,13,6
2022,Provincia di Sassari,Ozieri,Agriturismo,,1,11,5
2022,Provincia di Sassari,Ozieri,Albergo,3 Stelle,1,28,14
2022,Provincia di Sassari,Ozieri,Alloggi privati,,2,6,5
2022,Provincia di Sassari,Ozieri,Bed and breakfast,1 Stella,2,7,4
2022,Provincia di Sassari,Ozieri,Bed and breakfast,2 Stelle,5,24,13
2022,Provincia di Sassari,Ozieri,Bed and breakfast,3 Stelle,3,16,8
2022,Provincia di Sassari,Ozieri,Case e appartamenti per vacanze,II Categoria,1,12,3
2022,Provincia del Sud Sardegna,Pabillonis,Alloggi privati,,1,6,3
2022,Provincia del Sud Sardegna,Pabillonis,Bed and breakfast,1 Stella,2,11,5
2022,Provincia di Sassari,Padria,Agriturismo,,1,16,4
2022,Provincia di Sassari,Padria,Alloggi privati,,1,6,3
2022,Provincia di Sassari,Padru,Agriturismo,,13,167,88
2022,Provincia di Sassari,Padru,Albergo,2 Stelle,1,18,9
2022,Provincia di Sassari,Padru,Alloggi privati,,7,32,15
2022,Provincia di Sassari,Padru,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,Palau,Affittacamere,I Categoria,4,26,13
2022,Provincia di Sassari,Palau,Affittacamere,II Categoria,4,30,14
2022,Provincia di Sassari,Palau,Affittacamere,III Categoria,1,8,6
2022,Provincia di Sassari,Palau,Agriturismo,,1,18,8
2022,Provincia di Sassari,Palau,Albergo,3 Stelle,6,321,153
2022,Provincia di Sassari,Palau,Albergo,4 Stelle,5,1865,723
2022,Provincia di Sassari,Palau,Albergo,5 Stelle,1,200,64
2022,Provincia di Sassari,Palau,Albergo residenziale,3 Stelle,3,338,47
2022,Provincia di Sassari,Palau,Alloggi privati,,411,1981,761
2022,Provincia di Sassari,Palau,Bed and breakfast,1 Stella,4,18,8
2022,Provincia di Sassari,Palau,Bed and breakfast,2 Stelle,4,18,9
2022,Provincia di Sassari,Palau,Bed and breakfast,3 Stelle,12,65,31
2022,Provincia di Sassari,Palau,Campeggio,3 Stelle,4,3426,975
2022,Provincia di Sassari,Palau,Case e appartamenti per vacanze,,2,231,77
2022,Provincia di Sassari,Palau,Case e appartamenti per vacanze,I Categoria,2,96,10
2022,Provincia di Sassari,Palau,Case e appartamenti per vacanze,II Categoria,12,1002,38
2022,Provincia di Sassari,Palau,Locanda,I Categoria,1,13,6
2022,Provincia di Sassari,Palau,Residence,II Categoria,2,277,70
2022,Provincia di Sassari,Palau,Turismo Rurale,3 Stelle,1,16,8
2022,Provincia di Oristano,Palmas Arborea,Agriturismo,,3,40,20
2022,Provincia di Oristano,Palmas Arborea,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Sassari,Pattada,Agriturismo,,1,12,6
2022,Provincia di Sassari,Pattada,Albergo,3 Stelle,2,93,39
2022,Provincia del Sud Sardegna,Pauli Arbarei,Affittacamere,II Categoria,1,12,5
2022,Provincia del Sud Sardegna,Pauli Arbarei,Agriturismo,,1,12,6
2022,Provincia di Oristano,Paulilatino,Affittacamere,II Categoria,2,16,9
2022,Provincia di Oristano,Paulilatino,Alloggi privati,,4,15,7
2022,Provincia di Oristano,Paulilatino,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia di Oristano,Paulilatino,Case per ferie,III Categoria,1,7,4
2022,Provincia di Nuoro,Perdasdefogu,Bed and breakfast,1 Stella,2,10,5
2022,Provincia di Nuoro,Perdasdefogu,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia del Sud Sardegna,Perdaxius,Alloggi privati,,1,2,1
2022,Provincia di Sassari,Perfugas,Agriturismo,,2,17,9
2022,Provincia di Sassari,Perfugas,Albergo,2 Stelle,1,18,9
2022,Provincia di Sassari,Perfugas,Alloggi privati,,3,19,6
2022,Provincia di Sassari,Perfugas,Bed and breakfast,1 Stella,1,5,3
2022,Provincia di Sassari,Perfugas,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,Perfugas,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia del Sud Sardegna,Piscinas,Affittacamere,II Categoria,2,15,7
2022,Provincia del Sud Sardegna,Piscinas,Affittacamere,III Categoria,1,10,5
2022,Provincia del Sud Sardegna,Piscinas,Bed and breakfast,1 Stella,1,6,2
2022,Provincia di Sassari,Ploaghe,Alloggi privati,,1,4,2
2022,Provincia di Sassari,Ploaghe,Bed and breakfast,1 Stella,3,14,5
2022,Provincia di Sassari,Ploaghe,Bed and breakfast,3 Stelle,2,12,6
2022,Provincia di Sassari,Porto Torres,Affittacamere,,7,50,28
2022,Provincia di Sassari,Porto Torres,Affittacamere,I Categoria,3,20,10
2022,Provincia di Sassari,Porto Torres,Affittacamere,II Categoria,8,63,33
2022,Provincia di Sassari,Porto Torres,Agriturismo,,3,43,20
2022,Provincia di Sassari,Porto Torres,Albergo,3 Stelle,2,126,64
2022,Provincia di Sassari,Porto Torres,Albergo,4 Stelle,1,87,36
2022,Provincia di Sassari,Porto Torres,Albergo residenziale,3 Stelle,1,35,12
2022,Provincia di Sassari,Porto Torres,Alloggi privati,,90,398,167
2022,Provincia di Sassari,Porto Torres,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Sassari,Porto Torres,Bed and breakfast,2 Stelle,6,28,12
2022,Provincia di Sassari,Porto Torres,Bed and breakfast,3 Stelle,3,9,6
2022,Provincia di Sassari,Porto Torres,Case e appartamenti per vacanze,II Categoria,4,85,31
2022,Provincia di Sassari,Porto Torres,Ostelli per la gioventù,III Categoria,1,20,4
2022,Provincia del Sud Sardegna,Portoscuso,Affittacamere,I Categoria,1,8,4
2022,Provincia del Sud Sardegna,Portoscuso,Affittacamere,II Categoria,1,9,5
2022,Provincia del Sud Sardegna,Portoscuso,Albergo,3 Stelle,2,115,55
2022,Provincia del Sud Sardegna,Portoscuso,Albergo,4 Stelle,2,80,41
2022,Provincia del Sud Sardegna,Portoscuso,Alloggi privati,,45,186,82
2022,Provincia del Sud Sardegna,Portoscuso,Bed and breakfast,1 Stella,5,22,10
2022,Provincia del Sud Sardegna,Portoscuso,Bed and breakfast,2 Stelle,2,10,4
2022,Provincia del Sud Sardegna,Portoscuso,Bed and breakfast,3 Stelle,5,26,13
2022,Provincia di Nuoro,Posada,Affittacamere,I Categoria,2,18,11
2022,Provincia di Nuoro,Posada,Affittacamere,II Categoria,8,50,26
2022,Provincia di Nuoro,Posada,Affittacamere,III Categoria,1,10,5
2022,Provincia di Nuoro,Posada,Agriturismo,,3,40,22
2022,Provincia di Nuoro,Posada,Albergo,2 Stelle,2,43,21
2022,Provincia di Nuoro,Posada,Albergo,3 Stelle,3,96,51
2022,Provincia di Nuoro,Posada,Albergo,4 Stelle,2,126,67
2022,Provincia di Nuoro,Posada,Alloggi privati,,61,277,131
2022,Provincia di Nuoro,Posada,Bed and breakfast,,1,2,1
2022,Provincia di Nuoro,Posada,Bed and breakfast,1 Stella,4,16,8
2022,Provincia di Nuoro,Posada,Bed and breakfast,2 Stelle,5,22,11
2022,Provincia di Nuoro,Posada,Bed and breakfast,3 Stelle,7,40,21
2022,Provincia di Nuoro,Posada,Campeggio,2 Stelle,1,552,138
2022,Provincia di Nuoro,Posada,Case e appartamenti per vacanze,II Categoria,1,19,12
2022,Provincia di Sassari,Pozzomaggiore,Alloggi privati,,2,7,2
2022,Provincia di Sassari,Pozzomaggiore,Bed and breakfast,1 Stella,2,11,5
2022,Provincia di Sassari,Pozzomaggiore,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Sassari,Pozzomaggiore,Bed and breakfast,3 Stelle,1,6,3
2022,Città metropolitana di Cagliari,Pula,Affittacamere,II Categoria,10,68,39
2022,Città metropolitana di Cagliari,Pula,Agriturismo,,2,17,11
2022,Città metropolitana di Cagliari,Pula,Albergo,1 Stella,2,27,16
2022,Città metropolitana di Cagliari,Pula,Albergo,3 Stelle,6,232,118
2022,Città metropolitana di Cagliari,Pula,Albergo,4 Stelle,16,2679,1196
2022,Città metropolitana di Cagliari,Pula,Albergo,5 Stelle,5,1124,475
2022,Città metropolitana di Cagliari,Pula,Albergo residenziale,2 Stelle,1,64,26
2022,Città metropolitana di Cagliari,Pula,Albergo residenziale,3 Stelle,4,242,68
2022,Città metropolitana di Cagliari,Pula,Albergo residenziale,4 Stelle,1,173,45
2022,Città metropolitana di Cagliari,Pula,Alloggi privati,,415,2122,996
2022,Città metropolitana di Cagliari,Pula,Bed and breakfast,,20,93,47
2022,Città metropolitana di Cagliari,Pula,Bed and breakfast,1 Stella,1,4,2
2022,Città metropolitana di Cagliari,Pula,Bed and breakfast,2 Stelle,2,13,6
2022,Città metropolitana di Cagliari,Pula,Bed and breakfast,3 Stelle,2,10,5
2022,Città metropolitana di Cagliari,Pula,Campeggio,,1,350,90
2022,Città metropolitana di Cagliari,Pula,Campeggio,2 Stelle,1,720,159
2022,Città metropolitana di Cagliari,Pula,Campeggio,3 Stelle,1,399,119
2022,Città metropolitana di Cagliari,Pula,Case e appartamenti per vacanze,,1,23,12
2022,Città metropolitana di Cagliari,Pula,Case e appartamenti per vacanze,II Categoria,3,660,158
2022,Città metropolitana di Cagliari,Pula,Ostelli per la gioventù,III Categoria,1,83,21
2022,Città metropolitana di Cagliari,Pula,Turismo Rurale,2 Stelle,1,25,10
2022,Città metropolitana di Cagliari,Pula,Turismo Rurale,3 Stelle,1,67,32
2022,Provincia di Sassari,Putifigari,Affittacamere,I Categoria,1,6,3
2022,Provincia di Sassari,Putifigari,Agriturismo,,1,8,4
2022,Provincia di Sassari,Putifigari,Alloggi privati,,3,19,8
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,,1,5,3
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,I Categoria,7,74,30
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,II Categoria,14,98,51
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,III Categoria,2,19,10
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Agriturismo,,1,4,2
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Albergo,1 Stella,1,18,13
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Albergo,2 Stelle,2,31,22
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Albergo,3 Stelle,2,40,22
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Albergo,4 Stelle,3,1215,522
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Albergo residenziale,3 Stelle,1,198,83
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Alloggi privati,,531,2499,1094
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Bed and breakfast,,37,165,88
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Bed and breakfast,1 Stella,6,20,12
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Bed and breakfast,3 Stelle,7,39,18
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Campeggio,3 Stelle,1,400,113
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Case e appartamenti per vacanze,II Categoria,3,91,38
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Residence,,1,81,30
2022,Città metropolitana di Cagliari,Quartu Sant'Elena,Turismo Rurale,3 Stelle,1,78,39
2022,Città metropolitana di Cagliari,Quartucciu,Affittacamere,,1,17,5
2022,Città metropolitana di Cagliari,Quartucciu,Affittacamere,II Categoria,2,19,7
2022,Città metropolitana di Cagliari,Quartucciu,Agriturismo,,1,6,4
2022,Città metropolitana di Cagliari,Quartucciu,Albergo,3 Stelle,2,83,42
2022,Città metropolitana di Cagliari,Quartucciu,Alloggi privati,,17,81,40
2022,Città metropolitana di Cagliari,Quartucciu,Bed and breakfast,,10,35,17
2022,Città metropolitana di Cagliari,Quartucciu,Bed and breakfast,1 Stella,1,3,2
2022,Città metropolitana di Cagliari,Quartucciu,Bed and breakfast,2 Stelle,1,4,2
2022,Città metropolitana di Cagliari,Quartucciu,Bed and breakfast,3 Stelle,1,5,3
2022,Provincia di Oristano,Riola Sardo,Affittacamere,II Categoria,2,24,12
2022,Provincia di Oristano,Riola Sardo,Affittacamere,III Categoria,1,6,4
2022,Provincia di Oristano,Riola Sardo,Agriturismo,,9,135,61
2022,Provincia di Oristano,Riola Sardo,Albergo,3 Stelle,1,17,7
2022,Provincia di Oristano,Riola Sardo,Alloggi privati,,27,123,54
2022,Provincia di Oristano,Riola Sardo,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Oristano,Riola Sardo,Bed and breakfast,3 Stelle,1,3,3
2022,Provincia di Oristano,Riola Sardo,Case e appartamenti per vacanze,II Categoria,1,23,7
2022,Provincia di Sassari,Romana,Agriturismo,,1,20,12
2022,Provincia di Oristano,Ruinas,Alloggi privati,,2,6,2
2022,Provincia del Sud Sardegna,Sadali,Affittacamere,I Categoria,1,12,5
2022,Provincia del Sud Sardegna,Sadali,Affittacamere,II Categoria,2,26,12
2022,Provincia del Sud Sardegna,Sadali,Alloggi privati,,1,4,2
2022,Provincia di Oristano,Sagama,Agriturismo,,1,22,7
2022,Provincia di Oristano,Sagama,Alloggi privati,,1,4,2
2022,Provincia di Oristano,Sagama,Bed and breakfast,1 Stella,1,5,2
2022,Provincia del Sud Sardegna,Samassi,Alloggi privati,,1,6,3
2022,Provincia di Oristano,Samugheo,Affittacamere,II Categoria,1,9,6
2022,Provincia di Oristano,Samugheo,Agriturismo,,2,22,12
2022,Provincia di Oristano,Samugheo,Alloggi privati,,1,5,3
2022,Provincia di Oristano,Samugheo,Bed and breakfast,1 Stella,4,11,6
2022,Provincia del Sud Sardegna,San Basilio,Bed and breakfast,,1,6,0
2022,Provincia del Sud Sardegna,San Gavino Monreale,Albergo,1 Stella,1,19,16
2022,Provincia del Sud Sardegna,San Gavino Monreale,Albergo,3 Stelle,1,13,10
2022,Provincia del Sud Sardegna,San Gavino Monreale,Bed and breakfast,1 Stella,2,6,4
2022,Provincia del Sud Sardegna,San Gavino Monreale,Bed and breakfast,3 Stelle,1,4,2
2022,Provincia del Sud Sardegna,San Giovanni Suergiu,Agriturismo,,2,34,14
2022,Provincia del Sud Sardegna,San Giovanni Suergiu,Albergo,3 Stelle,1,20,12
2022,Provincia del Sud Sardegna,San Giovanni Suergiu,Alloggi privati,,31,146,71
2022,Provincia del Sud Sardegna,San Giovanni Suergiu,Bed and breakfast,1 Stella,2,3,3
2022,Provincia del Sud Sardegna,San Giovanni Suergiu,Bed and breakfast,3 Stelle,1,10,3
2022,Provincia del Sud Sardegna,San Giovanni Suergiu,Case e appartamenti per vacanze,II Categoria,1,9,4
2022,Provincia del Sud Sardegna,San Giovanni Suergiu,Case e appartamenti per vacanze,III Categoria,2,48,18
2022,Provincia di Oristano,San Nicolò D'Arcidano,Agriturismo,,1,12,5
2022,Provincia di Oristano,San Nicolò D'Arcidano,Alloggi privati,,3,9,4
2022,Provincia del Sud Sardegna,San Nicolò Gerrei,Bed and breakfast,1 Stella,1,6,3
2022,Provincia del Sud Sardegna,San Sperate,Albergo,3 Stelle,1,23,15
2022,Provincia del Sud Sardegna,San Sperate,Alloggi privati,,8,32,16
2022,Provincia del Sud Sardegna,San Sperate,Bed and breakfast,,3,16,8
2022,Provincia del Sud Sardegna,San Sperate,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia del Sud Sardegna,San Sperate,Bed and breakfast,3 Stelle,1,7,3
2022,Provincia di Sassari,San Teodoro,Affittacamere,,14,110,46
2022,Provincia di Sassari,San Teodoro,Affittacamere,I Categoria,9,84,39
2022,Provincia di Sassari,San Teodoro,Affittacamere,II Categoria,22,244,71
2022,Provincia di Sassari,San Teodoro,Agriturismo,,3,49,30
2022,Provincia di Sassari,San Teodoro,Albergo,2 Stelle,1,25,15
2022,Provincia di Sassari,San Teodoro,Albergo,3 Stelle,14,861,486
2022,Provincia di Sassari,San Teodoro,Albergo,4 Stelle,5,1099,470
2022,Provincia di Sassari,San Teodoro,Albergo,5 Stelle,2,434,176
2022,Provincia di Sassari,San Teodoro,Albergo,5 Stelle Lusso,1,292,100
2022,Provincia di Sassari,San Teodoro,Albergo residenziale,3 Stelle,2,929,225
2022,Provincia di Sassari,San Teodoro,Albergo residenziale,4 Stelle,2,314,203
2022,Provincia di Sassari,San Teodoro,Alloggi privati,,821,4223,1614
2022,Provincia di Sassari,San Teodoro,Bed and breakfast,1 Stella,6,26,11
2022,Provincia di Sassari,San Teodoro,Bed and breakfast,2 Stelle,10,51,25
2022,Provincia di Sassari,San Teodoro,Bed and breakfast,3 Stelle,18,100,40
2022,Provincia di Sassari,San Teodoro,Campeggio,3 Stelle,3,1770,596
2022,Provincia di Sassari,San Teodoro,Case e appartamenti per vacanze,,8,222,65
2022,Provincia di Sassari,San Teodoro,Case e appartamenti per vacanze,I Categoria,11,659,112
2022,Provincia di Sassari,San Teodoro,Case e appartamenti per vacanze,II Categoria,30,1646,421
2022,Provincia di Sassari,San Teodoro,Residence,III Categoria,1,57,0
2022,Provincia di Sassari,San Teodoro,Villaggio albergo,4 Stelle,1,328,127
2022,Provincia di Oristano,San Vero Milis,Agriturismo,,10,128,63
2022,Provincia di Oristano,San Vero Milis,Albergo,3 Stelle,1,24,9
2022,Provincia di Oristano,San Vero Milis,Albergo,4 Stelle,2,96,47
2022,Provincia di Oristano,San Vero Milis,Albergo residenziale,2 Stelle,1,20,11
2022,Provincia di Oristano,San Vero Milis,Alloggi privati,,152,771,356
2022,Provincia di Oristano,San Vero Milis,Bed and breakfast,1 Stella,2,6,5
2022,Provincia di Oristano,San Vero Milis,Bed and breakfast,3 Stelle,4,20,10
2022,Provincia di Oristano,San Vero Milis,Case e appartamenti per vacanze,II Categoria,1,10,5
2022,Provincia di Oristano,San Vero Milis,Locanda,II Categoria,1,14,5
2022,Provincia del Sud Sardegna,San Vito,Affittacamere,I Categoria,2,17,10
2022,Provincia del Sud Sardegna,San Vito,Albergo,2 Stelle,1,48,25
2022,Provincia del Sud Sardegna,San Vito,Alloggi privati,,11,57,28
2022,Provincia del Sud Sardegna,San Vito,Bed and breakfast,1 Stella,1,4,2
2022,Provincia del Sud Sardegna,San Vito,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia del Sud Sardegna,San Vito,Bed and breakfast,3 Stelle,7,36,17
2022,Provincia del Sud Sardegna,San Vito,Case e appartamenti per vacanze,,1,7,4
2022,Provincia del Sud Sardegna,Sanluri,Affittacamere,II Categoria,1,4,3
2022,Provincia del Sud Sardegna,Sanluri,Agriturismo,,1,14,5
2022,Provincia del Sud Sardegna,Sanluri,Albergo,3 Stelle,2,93,51
2022,Provincia del Sud Sardegna,Sanluri,Alloggi privati,,2,14,7
2022,Provincia di Oristano,Santa Giusta,Agriturismo,,2,13,7
2022,Provincia di Oristano,Santa Giusta,Alloggi privati,,7,29,12
2022,Provincia di Oristano,Santa Giusta,Bed and breakfast,1 Stella,1,3,2
2022,Provincia di Oristano,Santa Giusta,Bed and breakfast,2 Stelle,2,12,5
2022,Provincia di Sassari,Santa Maria Coghinas,Agriturismo,,2,18,9
2022,Provincia di Sassari,Santa Maria Coghinas,Albergo,4 Stelle,2,142,60
2022,Provincia di Sassari,Santa Maria Coghinas,Alloggi privati,,7,40,15
2022,Provincia di Sassari,Santa Maria Coghinas,Bed and breakfast,3 Stelle,2,14,5
2022,Provincia di Sassari,Santa Maria Coghinas,Case e appartamenti per vacanze,II Categoria,2,68,26
2022,Provincia di Sassari,Santa Teresa Gallura,Affittacamere,,5,30,15
2022,Provincia di Sassari,Santa Teresa Gallura,Affittacamere,I Categoria,7,60,27
2022,Provincia di Sassari,Santa Teresa Gallura,Affittacamere,II Categoria,12,104,49
2022,Provincia di Sassari,Santa Teresa Gallura,Agriturismo,,4,24,14
2022,Provincia di Sassari,Santa Teresa Gallura,Albergo,2 Stelle,2,50,26
2022,Provincia di Sassari,Santa Teresa Gallura,Albergo,3 Stelle,16,3294,1007
2022,Provincia di Sassari,Santa Teresa Gallura,Albergo,4 Stelle,7,1336,490
2022,Provincia di Sassari,Santa Teresa Gallura,Albergo,5 Stelle,3,850,390
2022,Provincia di Sassari,Santa Teresa Gallura,Albergo residenziale,4 Stelle,1,216,52
2022,Provincia di Sassari,Santa Teresa Gallura,Alloggi privati,,495,2219,821
2022,Provincia di Sassari,Santa Teresa Gallura,Alloggi privati,1 Stella,1,4,3
2022,Provincia di Sassari,Santa Teresa Gallura,Alloggi privati,2 Stelle,1,6,3
2022,Provincia di Sassari,Santa Teresa Gallura,Bed and breakfast,1 Stella,4,18,7
2022,Provincia di Sassari,Santa Teresa Gallura,Bed and breakfast,2 Stelle,9,54,22
2022,Provincia di Sassari,Santa Teresa Gallura,Bed and breakfast,3 Stelle,13,62,31
2022,Provincia di Sassari,Santa Teresa Gallura,Campeggio,3 Stelle,2,1324,266
2022,Provincia di Sassari,Santa Teresa Gallura,Case e appartamenti per vacanze,,4,93,26
2022,Provincia di Sassari,Santa Teresa Gallura,Case e appartamenti per vacanze,I Categoria,2,29,0
2022,Provincia di Sassari,Santa Teresa Gallura,Case e appartamenti per vacanze,II Categoria,10,294,101
2022,Provincia di Sassari,Santa Teresa Gallura,Case e appartamenti per vacanze,III Categoria,1,60,180
2022,Provincia di Sassari,Santa Teresa Gallura,Locanda,II Categoria,1,6,3
2022,Provincia di Sassari,Santa Teresa Gallura,Residence,II Categoria,3,336,0
2022,Provincia di Sassari,Santa Teresa Gallura,Turismo Rurale,3 Stelle,1,12,8
2022,Provincia del Sud Sardegna,Santadi,Agriturismo,,2,20,11
2022,Provincia del Sud Sardegna,Santadi,Albergo,4 Stelle,1,33,11
2022,Provincia del Sud Sardegna,Santadi,Alloggi privati,,3,16,8
2022,Provincia del Sud Sardegna,Santadi,Bed and breakfast,2 Stelle,1,6,2
2022,Provincia del Sud Sardegna,Santadi,Bed and breakfast,3 Stelle,1,7,3
2022,Provincia del Sud Sardegna,Sant'Andrea Frius,Bed and breakfast,,1,5,3
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Affittacamere,II Categoria,4,31,18
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Albergo,3 Stelle,4,193,101
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Albergo,4 Stelle,2,427,201
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Alloggi privati,,132,595,272
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Bed and breakfast,1 Stella,3,13,7
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Bed and breakfast,2 Stelle,4,20,11
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Bed and breakfast,3 Stelle,4,18,9
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Campeggio,1 Stella,1,360,98
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Case e appartamenti per vacanze,I Categoria,1,12,6
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Case e appartamenti per vacanze,II Categoria,2,55,18
2022,Provincia del Sud Sardegna,Sant'Anna Arresi,Locanda,I Categoria,1,10,6
2022,Provincia del Sud Sardegna,Sant'Antioco,Affittacamere,I Categoria,1,12,6
2022,Provincia del Sud Sardegna,Sant'Antioco,Affittacamere,II Categoria,10,62,36
2022,Provincia del Sud Sardegna,Sant'Antioco,Agriturismo,,2,34,18
2022,Provincia del Sud Sardegna,Sant'Antioco,Albergo,2 Stelle,1,25,15
2022,Provincia del Sud Sardegna,Sant'Antioco,Albergo,3 Stelle,6,186,92
2022,Provincia del Sud Sardegna,Sant'Antioco,Albergo,4 Stelle,2,139,69
2022,Provincia del Sud Sardegna,Sant'Antioco,Alloggi privati,,341,1529,675
2022,Provincia del Sud Sardegna,Sant'Antioco,Bed and breakfast,1 Stella,10,46,22
2022,Provincia del Sud Sardegna,Sant'Antioco,Bed and breakfast,2 Stelle,10,44,20
2022,Provincia del Sud Sardegna,Sant'Antioco,Bed and breakfast,3 Stelle,18,104,49
